state,year,hour,offense_type,period,crime_count,data_year,population,crime_rate_per_100k
NV,2024,6,motor_vehicle_theft,DST,467,2024,3267467,14.292416725249254
NV,2024,6,motor_vehicle_theft,standard,225,2024,3267467,6.886068015377049
NV,2024,7,burglary,DST,279,2024,3267467,8.53872433906754
NV,2024,7,burglary,standard,156,2024,3267467,4.77434049066142
NV,2024,7,motor_vehicle_theft,DST,560,2024,3267467,17.1386581716051
NV,2024,7,motor_vehicle_theft,standard,276,2024,3267467,8.446910098862514
NV,2024,8,burglary,DST,354,2024,3267467,10.834080344193225
NV,2024,8,burglary,standard,188,2024,3267467,5.7536923861817115
NV,2024,8,motor_vehicle_theft,DST,609,2024,3267467,18.638290761620546
NV,2024,8,motor_vehicle_theft,standard,337,2024,3267467,10.313799649698069
NV,2024,9,burglary,DST,412,2024,3267467,12.609155654823754
NV,2024,9,burglary,standard,245,2024,3267467,7.498162950077232
NV,2024,9,motor_vehicle_theft,DST,631,2024,3267467,19.311595189790747
NV,2024,9,motor_vehicle_theft,standard,334,2024,3267467,10.221985409493042
NV,2024,10,burglary,DST,427,2024,3267467,13.06822685584889
NV,2024,10,burglary,standard,245,2024,3267467,7.498162950077232
NV,2024,10,motor_vehicle_theft,DST,570,2024,3267467,17.44470563895519
NV,2024,10,motor_vehicle_theft,standard,310,2024,3267467,9.487471487852822
NV,2024,11,burglary,DST,434,2024,3267467,13.282460082993952
NV,2024,11,burglary,standard,227,2024,3267467,6.947277508847067
NV,2024,11,motor_vehicle_theft,DST,571,2024,3267467,17.4753103856902
NV,2024,11,motor_vehicle_theft,standard,332,2024,3267467,10.160775916023024
NV,2024,12,burglary,DST,439,2024,3267467,13.435483816668997
NV,2024,12,burglary,standard,224,2024,3267467,6.85546326864204
NV,2024,12,motor_vehicle_theft,DST,552,2024,3267467,16.893820197725027
NV,2024,12,motor_vehicle_theft,standard,269,2024,3267467,8.23267687171745
NV,2024,13,burglary,DST,406,2024,3267467,12.425527174413697
NV,2024,13,burglary,standard,218,2024,3267467,6.671834788231986
NV,2024,13,motor_vehicle_theft,DST,509,2024,3267467,15.577816088119636
NV,2024,13,motor_vehicle_theft,standard,234,2024,3267467,7.161510735992131
NV,2024,14,burglary,DST,446,2024,3267467,13.64971704381406
NV,2024,14,burglary,standard,234,2024,3267467,7.161510735992131
NV,2024,14,motor_vehicle_theft,DST,436,2024,3267467,13.343669576463972
NV,2024,14,motor_vehicle_theft,standard,280,2024,3267467,8.56932908580255
NV,2024,15,burglary,DST,476,2024,3267467,14.567859445864336
NV,2024,15,burglary,standard,244,2024,3267467,7.467558203342222
NV,2024,15,motor_vehicle_theft,DST,487,2024,3267467,14.904511659949435
NV,2024,15,motor_vehicle_theft,standard,278,2024,3267467,8.508119592332532
NV,2024,16,burglary,DST,373,2024,3267467,11.415570532158396
NV,2024,16,burglary,standard,186,2024,3267467,5.692482892711694
NV,2024,16,motor_vehicle_theft,DST,494,2024,3267467,15.1187448870945
NV,2024,16,motor_vehicle_theft,standard,279,2024,3267467,8.53872433906754
NV,2024,17,burglary,DST,265,2024,3267467,8.110257884777413
NV,2024,17,burglary,standard,161,2024,3267467,4.927364224336466
NV,2024,17,motor_vehicle_theft,DST,389,2024,3267467,11.905246479918542
NV,2024,17,motor_vehicle_theft,standard,225,2024,3267467,6.886068015377049
NV,2024,18,burglary,DST,269,2024,3267467,8.23267687171745
NV,2024,18,burglary,standard,189,2024,3267467,5.784297132916721
NV,2024,18,motor_vehicle_theft,DST,381,2024,3267467,11.660408506038468
NV,2024,18,motor_vehicle_theft,standard,211,2024,3267467,6.457601561086922
NV,2024,19,burglary,DST,205,2024,3267467,6.273973080676867
NV,2024,19,burglary,standard,153,2024,3267467,4.682526250456393
NV,2024,19,motor_vehicle_theft,DST,341,2024,3267467,10.436218636638106
NV,2024,19,motor_vehicle_theft,standard,214,2024,3267467,6.549415801291949
NV,2024,20,burglary,DST,226,2024,3267467,6.916672762112058
NV,2024,20,burglary,standard,168,2024,3267467,5.14159745148153
NV,2024,20,motor_vehicle_theft,DST,361,2024,3267467,11.048313571338287
NV,2024,20,motor_vehicle_theft,standard,189,2024,3267467,5.784297132916721
NV,2024,21,burglary,DST,270,2024,3267467,8.26328161845246
NV,2024,21,burglary,standard,140,2024,3267467,4.284664542901275
NV,2024,21,motor_vehicle_theft,DST,352,2024,3267467,10.772870850723207
NV,2024,21,motor_vehicle_theft,standard,162,2024,3267467,4.957968971071475
NV,2024,22,burglary,DST,230,2024,3267467,7.039091749052094
NV,2024,22,burglary,standard,128,2024,3267467,3.9174075820811654
NV,2024,22,motor_vehicle_theft,DST,342,2024,3267467,10.466823383373114
NV,2024,22,motor_vehicle_theft,standard,180,2024,3267467,5.508854412301639
NV,2024,23,burglary,DST,257,2024,3267467,7.865419910897341
NV,2024,23,burglary,standard,87,2024,3267467,2.6626129659457924
NV,2024,23,motor_vehicle_theft,DST,289,2024,3267467,8.844771806417631
NV,2024,23,motor_vehicle_theft,standard,146,2024,3267467,4.468293023311329
