state,data_year,county_fips,county_name,median_household_income,poverty_rate,unemployment_rate,bachelors_plus_rate,B17001_001E,B23025_003E,B15003_001E
CA,2024,6113,YOLO,91752,0.1669018855142824,0.0612496180324627,0.4480748125114322,212568,111266,131208
CA,2024,6115,YUBA,76373,0.1418439716312056,0.0683135185134804,0.1774187551126645,83190,36757,53788
FL,2022,12001,ALACHUA,57566,0.2018254420992584,0.0506712461520921,0.4668422482313897,262950,140336,169342
FL,2022,12003,BAKER,67872,0.136828541515664,0.0491573033707865,0.1412864503107239,24834,12104,18827
FL,2022,12005,BAY,65999,0.1219806221544396,0.0404073513122499,0.2663256396188945,178348,88474,129413
FL,2022,12007,BRADFORD,54759,0.1818105861219033,0.0580479603574904,0.1316690654623058,23937,11301,20149
FL,2022,12009,BREVARD,71308,0.1010446605226453,0.0485783728287971,0.3289386470482369,602971,286362,455626
FL,2022,12011,BROWARD,70331,0.1242288998607313,0.0575153396238145,0.3494202757079794,1922902,1045495,1382985
FL,2022,12013,CALHOUN,41526,0.1990274983232729,0.0368791302494137,0.1106908222177981,11928,4691,10046
FL,2022,12015,CHARLOTTE,62164,0.1048779831571017,0.0567001012749545,0.251318725907892,185835,72081,157728
FL,2022,12017,CITRUS,52569,0.1500206965880196,0.0720146023860599,0.1968541468064823,152199,53142,123782
FL,2022,12019,CLAY,82242,0.0936525028300063,0.0431767606349089,0.2758234519104084,217314,108299,151800
FL,2022,12021,COLLIER,82011,0.1039200741470565,0.0428354993726771,0.3873495297375853,376549,168972,291752
FL,2022,12023,COLUMBIA,53501,0.1568518860377823,0.0693968878191002,0.160410049090384,65004,29497,48482
FL,2022,12027,DESOTO,45000,0.2638829232374056,0.0970045915020771,0.1158980097514187,32594,13721,25022
FL,2022,12029,DIXIE,45057,0.1614500792393026,0.0510452961672473,0.0797987059669302,15144,5740,12519
FL,2022,12031,DUVAL,65579,0.1433713109213089,0.0465563322165958,0.3224178889944393,971889,507729,683191
FL,2022,12033,ESCAMBIA,61642,0.1485112142944608,0.0621369760228315,0.2807031210620134,302159,149267,218227
FL,2022,12035,FLAGLER,69251,0.0977482351728757,0.0377113393820696,0.2837073084799507,116442,50038,90826
FL,2022,12037,FRANKLIN,58107,0.2166821994408201,0.0886699507389162,0.2095012366034624,10730,4669,9704
FL,2022,12039,GADSDEN,45721,0.2554771267371712,0.0427091818922378,0.1966826970262047,40943,17186,30567
FL,2022,12041,GILCHRIST,56823,0.1243459345052619,0.0310828025477707,0.1463357890655292,17009,7850,12895
FL,2022,12043,GLADES,37221,0.2186524692491279,0.0540115364446775,0.1297941268680112,10894,3814,9569
FL,2022,12045,GULF,56250,0.1232488460604097,0.043053545586107,0.2140149919986524,12349,5528,11873
FL,2022,12047,HAMILTON,47668,0.2642322097378277,0.0920078934385791,0.0923956661316211,10680,4054,9968
FL,2022,12049,HARDEE,44665,0.2847413173146072,0.0865501828524989,0.1036125686026174,23639,9844,16581
FL,2022,12051,HENDRY,49259,0.2229344911250159,0.0575539568345323,0.1048355597218967,39155,19321,25602
FL,2022,12053,HERNANDO,59202,0.1246906500095582,0.0591761909880214,0.2000298775022408,193551,83733,147268
FL,2022,12055,HIGHLANDS,53679,0.1563412454066938,0.0683616415233674,0.1828330846840468,100690,37916,79094
FL,2022,12057,HILLSBOROUGH,70612,0.1367533507754731,0.0484551769420372,0.3624510488298751,1443248,767596,1009935
FL,2022,12059,HOLMES,46063,0.1661408450704225,0.0472510767671649,0.1100956429330499,17750,7894,14115
FL,2022,12061,INDIAN RIVER,67543,0.1142841014576381,0.0586121548279358,0.3272562689577411,159436,67068,125938
